"","tract","X","Year","City","LACity","Community_Name","Detailed_Name","SPA","SD","CD","ca_ssd","ca_sad","us_cd","DemogSurvCt","YouthSurvCt","SheltHmisCt","ShelterCountAny","StreetCountAny","totStreetSingAdult","totStreetFamHH","totStreetFamMem","totCars","totVans","totCampers","totTents","totEncamp","totCarPeople","totVanPeople","totCamperPeople","totTentPeople","totEncampPeople","FamCarHH","FamVanHH","FamCamperHH","FamTentHH","FamEncampHH","FamCarPeople","FamVanPeople","FamCamperPeople","FamTentPeople","FamEncampPeople","IndCarPeople","IndVanPeople","IndCamperPeople","IndTentPeople","IndEncampPeople","totYouthFamHH","totESAdultSingAdult","totESAdultFamHH","totESAdultFamMem","totESYouthSingYouth","totESYouthFamHH","totESYouthFamMem","totESYouthUnaccYouth","totTHAdultSingAdult","totTHAdultFamHH","totTHAdultFamMem","totTHYouthSingYouth","totTHYouthFamHH","totTHYouthFamMem","totTHYouthUnaccYouth","totSHAdultSingAdult","totSHAdultFamHH","totSHAdultFamMem","totSHYouthSingYouth","totSHYouthFamHH","totSHYouthFamMem","totSHYouthUnaccYouth","totUnsheltPeople","totESPeople","totTHPeople","totSHPeople","totSheltPeople","totPeople","call_counts","crime_counts","shelter_counts","Area.in.square.miles...Land.area","density","lat","long","Population","Housing.units","Total.Square.Miles","Water.Area","Land.Area","Population.Density","Housing.Density"
"55",106645,54,2017,"Los Angeles",1,"Granada Hills","Granada Hills North NC",2,5,12,18,39,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.98,0,34.2905628,-118.4941725,"3389","1205",0.98,0,0.98,"3,472.20","1,234.60"
"56",106646,55,2017,"Los Angeles",1,"Granada Hills","Granada Hills North NC",2,5,12,18,39,30,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.703,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,2.703,1,0,0,0.57,4.742105263,34.2797379,-118.4939447,"3237","964",0.57,0,0.57,"5,679.30","1,691.30"
"57",106648,56,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,34.2930983,-118.4558345,"3890","1005",0.31,0,0.31,"12,706.10","3,282.70"
"58",106649,57,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.43,0,34.2892618,-118.4606541,"2853","727",0.43,0,0.43,"6,664.60","1,698.30"
"59",107010,58,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,2,0,0,1,0,0,0,0,1.591,0,0,0,0,0.051,0,0,0,0,0.151,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.591,0,0,0,0,3.591,0,0,0,0.26,13.81153846,34.3020803,-118.4467204,"3247","752",0.26,0,0.26,"12,282.70","2,844.60"
"60",107020,59,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,1,0,0,0,0,1.591,0,0,0,0,0.051,0,0,0,0,0.151,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591,0,0,0,0,1.591,0,0,0,0.38,4.186842105,34.2975505,-118.4504793,"5404","1307",0.38,0,0.38,"14,069.50","3,402.80"
"61",108101,60,2017,"Los Angeles",1,"Porter Ranch","Porter Ranch NC",2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,34.2793058,-118.5416524,"2230","800",0.44,0,0.44,"5,117.40","1,835.80"
"62",108102,61,2017,"Los Angeles",1,"Porter Ranch","Porter Ranch NC",2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.84,0,34.2804584,-118.5550665,"3430","1253",0.84,0,0.84,"4,068.00","1,486.00"
"63",108103,62,2017,"Los Angeles",1,"Porter Ranch","Porter Ranch NC",2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,34.2864236,-118.5400017,"3256","1075",0.99,0,0.99,"3,289.20","1,085.90"
"64",108104,63,2017,"Los Angeles",1,"Porter Ranch","Porter Ranch NC",2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,34.2943135,-118.5460083,"1698","587",0.32,0,0.32,"5,324.10","1,840.50"
"65",108201,64,2017,"Los Angeles",1,"Porter Ranch","Porter Ranch NC",2,5,12,27,38,25,0,0,0,0,1,1,0,0,1,0,1,0,0,1.591,0,2.095,0,0,0.051,0,0.032,0,0,0.151,0,0.111,0,0,1.439,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.686,0,0,0,0,4.686,0,0,0,1.08,4.338888889,34.2868634,-118.564234,"5551","1900",1.08,0,1.08,"5,125.30","1,754.30"
"66",108202,65,2017,"Los Angeles",1,"Porter Ranch","Porter Ranch NC",2,5,12,27,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,34.286095,-118.5796806,"4895","1972",2.32,0,2.32,"2,114.10","851.7"
"67",109100,66,2017,"Los Angeles",1,"Mission Hills","Mission Hills NC",2,3,7,18,39,29,0,0,58,0,1,13,0,0,2,0,0,0,10,3.181,0,0,0,19.255,0.102,0,0,0,0.056,0.303,0,0,0,0.206,2.878,0,0,0,19.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.436,0,0,0,0,35.436,2,0,0,1.05,33.74857143,34.2771693,-118.4631511,"2492","775",1.05,0,1.05,"2,383.80","741.4"
"68",109200,67,2017,"Los Angeles",1,"Granada Hills","Granada Hills North NC",2,3,12,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,34.277998,-118.4746272,"2669","899",0.46,0,0.46,"5,793.90","1,951.60"
"69",109300,68,2017,"Los Angeles",1,"Granada Hills","Granada Hills North NC",2,3,12,18,39,29,0,0,0,0,1,15,1,3,7,2,8,0,3,11.135,3.616,16.759,0,5.777,0.358,0.043,0.253,0,0.017,1.06,0.15,0.889,0,0.062,10.074,3.466,15.87,0,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.287,0,0,0,0,55.287,0,0,0,0.48,115.18125,34.2711982,-118.4804333,"3085","898",0.48,0,0.48,"6,479.80","1,886.20"
"70",109400,69,2017,"Los Angeles",1,"Mission Hills","Mission Hills NC",2,3,7,18,39,29,28,0,0,0,1,1,0,0,2,0,2,4,5,3.181,0,4.19,6.811,9.628,0.102,0,0.063,0.023,0.028,0.303,0,0.222,0.086,0.103,2.878,0,3.967,6.725,9.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.81,0,0,0,0,24.81,1,0,0,0.5,49.62,34.2687178,-118.4556969,"3720","1068",0.5,0,0.5,"7,459.40","2,141.60"
"71",109500,70,2017,"Los Angeles",1,"Mission Hills","Mission Hills NC",2,3,7,18,39,29,18,0,0,0,1,18,0,0,2,0,21,6,3,3.181,0,43.992,10.217,5.777,0.102,0,0.665,0.034,0.017,0.303,0,2.335,0.129,0.062,2.878,0,41.658,10.088,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.167,0,0,0,0,81.167,6,0,0,0.46,176.45,34.2703268,-118.4389293,"4303","1054",0.46,0,0.46,"9,336.20","2,286.90"
"72",109601,71,2017,"Los Angeles",1,"Mission Hills","Mission Hills NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.095,0,1.926,0,0,0.032,0,0.006,0,0,0.111,0,0.021,0,0,1.984,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.021,0,0,0,0,4.021,1,0,0,0.86,4.675581395,34.2593157,-118.4495333,"5020","1323",0.87,0.01,0.86,"5,871.00","1,547.30"
"73",109603,72,2017,"Los Angeles",1,"Mission Hills","Mission Hills NC",2,3,7,18,39,29,0,0,0,0,1,3,0,0,10,7,7,0,2,15.906,12.657,14.664,0,3.851,0.512,0.152,0.222,0,0.011,1.515,0.525,0.778,0,0.041,14.392,12.132,13.886,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.078,0,0,0,0,50.078,1,0,0,0.39,128.4051282,34.2536518,-118.4654157,"4252","1316",0.39,0,0.39,"11,024.90","3,412.20"
"74",109604,73,2017,"Los Angeles",1,"Mission Hills","Mission Hills NC",2,3,7,18,39,29,0,0,0,0,1,14,0,0,2,0,0,2,7,3.181,0,0,3.406,13.479,0.102,0,0,0.011,0.039,0.303,0,0,0.043,0.144,2.878,0,0,3.363,13.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.066,0,0,0,0,34.066,6,0,0,0.45,75.70222222,34.2615445,-118.4653518,"2975","920",0.45,0,0.45,"6,558.30","2,028.10"
"75",109700,74,2017,"Los Angeles",1,"Granada Hills","Granada Hills South NC",2,3,12,18,38,29,0,0,0,0,1,6,0,0,2,0,1,0,1,3.181,0,2.095,0,1.926,0.102,0,0.032,0,0.006,0.303,0,0.111,0,0.021,2.878,0,1.984,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.202,0,0,0,0,13.202,7,1,0,0.61,21.64262295,34.2619343,-118.4808881,"4493","1400",0.61,0,0.61,"7,333.20","2,285.00"
"76",109800,75,2017,"Los Angeles",1,"North Hills","North Hills West NC",2,3,12,18,46,29,0,0,0,0,1,0,0,0,1,1,0,1,0,1.591,1.808,0,1.703,0,0.051,0.022,0,0.006,0,0.151,0.075,0,0.021,0,1.439,1.733,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.102,0,0,0,0,5.102,0,0,0,0.54,9.448148148,34.2537115,-118.4815974,"4565","1460",0.54,0,0.54,"8,448.80","2,702.10"
"77",111100,76,2017,"Los Angeles",1,"Granada Hills","Granada Hills South NC",2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,34.2683099,-118.4950694,"2982","942",0.41,0,0.41,"7,291.40","2,303.30"
"78",111201,77,2017,"Los Angeles",1,"Granada Hills","Granada Hills South NC",2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.703,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703,0,0,0,0,1.703,0,0,0,0.74,2.301351351,34.2748338,-118.5101489,"3410","1130",0.74,0,0.74,"4,617.20","1,530.00"
"79",111202,78,2017,"Los Angeles",1,"Granada Hills","Granada Hills South NC",2,5,12,18,38,30,0,0,0,0,1,1,0,0,2,0,0,0,0,3.181,0,0,0,0,0.102,0,0,0,0,0.303,0,0,0,0,2.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181,0,0,0,0,4.181,0,0,0,0.72,5.806944444,34.2684432,-118.5148271,"5213","1938",0.72,0,0.72,"7,232.90","2,688.90"
"80",111204,79,2017,"Los Angeles",1,"Northridge","Northridge West NC",2,5,12,27,38,30,0,0,0,0,1,1,0,0,1,0,0,0,0,1.591,0,0,0,0,0.051,0,0,0,0,0.151,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591,0,0,0,0,2.591,1,0,0,1.27,2.04015748,34.2619679,-118.5474393,"5859","1955",1.28,0.01,1.27,"4,605.80","1,536.80"
"81",111205,80,2017,"Los Angeles",1,"Northridge","Northridge East NC",2,5,12,18,45,30,0,0,0,0,1,0,0,0,1,0,0,0,0,1.591,0,0,0,0,0.051,0,0,0,0,0.151,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591,0,0,0,0,1.591,0,0,0,0.44,3.615909091,34.2540547,-118.5352005,"3375","1298",0.45,0.01,0.44,"7,658.90","2,945.50"
"82",111206,81,2017,"Los Angeles",1,"Northridge","Northridge East NC",2,5,12,27,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,34.2690645,-118.5343557,"4490","1538",1.01,0,1.01,"4,453.50","1,525.50"
"83",111301,82,2017,"Los Angeles",1,"Granada Hills","Granada Hills South NC",2,5,12,18,38,30,7,0,0,0,1,3,0,0,0,1,1,1,1,0,1.808,2.095,1.703,1.926,0,0.022,0.032,0.006,0.006,0,0.075,0.111,0.021,0.021,0,1.733,1.984,1.681,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.532,0,0,0,0,10.532,6,0,0,0.77,13.67792208,34.261129,-118.5157706,"7087","2778",0.77,0,0.77,"9,171.50","3,595.10"
"84",111302,83,2017,"Los Angeles",1,"Northridge","Northridge East NC",2,5,12,18,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,34.2539511,-118.5128425,"4786","1915",0.6,0,0.6,"7,982.80","3,194.10"
"85",111400,84,2017,"Los Angeles",1,"Granada Hills","Granada Hills South NC",2,5,12,18,38,29,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,0,0.7,2.857142857,34.2578116,-118.496182,"7560","2847",0.7,0,0.7,"10,805.70","4,069.30"
"86",113101,85,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,12,27,38,30,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.095,0,0,0,0,3.095,0,0,0,0.87,3.557471264,34.2654115,-118.5852975,"3558","1140",0.87,0,0.87,"4,073.40","1,305.10"
"87",113102,86,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,12,27,38,30,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,14.664,0,0,0,0,0.222,0,0,0,0,0.778,0,0,0,0,13.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.664,0,0,0,0,14.664,1,1,0,1.41,10.4,34.2660306,-118.5686167,"2828","967",1.42,0.01,1.41,"2,002.90","684.9"
"88",113211,87,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,12,27,38,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,34.2674995,-118.6227865,"3787","1613",2.81,0,2.81,"1,347.40","573.9"
"89",113212,88,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,12,27,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,34.2606869,-118.6024313,"3069","1082",0.39,0,0.39,"7,950.10","2,802.90"
"90",113213,89,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,12,27,38,30,0,0,0,0,1,0,0,0,2,1,4,0,0,3.181,1.808,8.379,0,0,0.102,0.022,0.127,0,0,0.303,0.075,0.445,0,0,2.878,1.733,7.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.368,0,0,0,0,13.368,2,0,0,0.5,26.736,34.2519958,-118.6071365,"4316","1660",0.5,0,0.5,"8,593.20","3,305.10"
"91",113231,90,2017,"Los Angeles",1,"West Hills","West Hills NC",2,5,12,27,45,30,0,0,0,0,1,0,0,0,2,0,4,0,0,3.181,0,8.379,0,0,0.102,0,0.127,0,0,0.303,0,0.445,0,0,2.878,0,7.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.56,0,0,0,0,11.56,0,0,0,1.59,7.270440252,34.2266028,-118.6502378,"2125","810",1.6,0.01,1.59,"1,334.80","508.8"
"92",113232,91,2017,"Los Angeles",1,"West Hills","West Hills NC",2,5,12,27,45,30,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6.285,0,0,0,0,0.095,0,0,0,0,0.334,0,0,0,0,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.285,0,0,0,0,6.285,0,0,0,0.8,7.85625,34.225826,-118.6125452,"3894","1388",0.8,0,0.8,"4,882.00","1,740.20"
"93",113233,92,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,5,3,27,45,30,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,3.851,0,0,0,0,0.011,0,0,0,0,0.041,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.851,0,0,0,0,4.851,3,0,0,0.44,11.025,34.2269621,-118.6012203,"6655","2448",0.44,0,0.44,"15,067.60","5,542.50"
"94",113234,93,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,3,3,27,45,30,0,0,18,0,1,0,0,0,0,1,3,0,0,0,1.808,6.285,0,0,0,0.022,0.095,0,0,0,0.075,0.334,0,0,0,1.733,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.093,0,0,0,0,8.093,1,0,0,0.39,20.75128205,34.2257746,-118.5939793,"4667","1585",0.39,0,0.39,"11,932.30","4,052.40"
"95",113235,94,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,3,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,34.2382513,-118.651677,"1602","766",0.55,0,0.55,"2,893.50","1,383.50"
"96",113237,95,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,12,27,45,30,0,0,0,1,1,0,0,0,2,2,15,5,0,3.181,3.616,31.423,8.514,0,0.102,0.043,0.475,0.029,0,0.303,0.15,1.668,0.107,0,2.878,3.466,29.755,8.406,0,0,0,63,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.734,180,0,0,180,226.734,12,0,0,1.83,123.8983607,34.244544,-118.6117577,"3661","1496",1.83,0,1.83,"2,002.00","818.1"
"97",113301,96,2017,"Los Angeles",1,"Northridge","Northridge West NC",2,5,12,27,45,30,0,0,0,0,1,0,0,0,3,1,3,0,1,4.772,1.808,6.285,0,1.926,0.154,0.022,0.095,0,0.006,0.454,0.075,0.334,0,0.021,4.318,1.733,5.951,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.791,0,0,0,0,14.791,0,0,0,0.88,16.80795455,34.2440427,-118.5583429,"2201","982",0.88,0,0.88,"2,511.70","1,120.60"
"98",113303,97,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,12,27,45,30,15,0,0,1,1,0,0,0,2,3,20,0,0,3.181,5.424,41.897,0,0,0.102,0.065,0.633,0,0,0.303,0.225,2.223,0,0,2.878,5.199,39.674,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,50.502,0,11,0,11,61.502,1,0,0,1.57,39.17324841,34.2440789,-118.5790731,"4006","1398",1.58,0,1.57,"2,547.00","888.8"
"99",113321,98,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,12,27,45,30,0,0,0,0,1,0,0,0,1,0,6,0,0,1.591,0,12.569,0,0,0.051,0,0.19,0,0,0.151,0,0.667,0,0,1.439,0,11.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16,0,0,0,0,14.16,5,0,1,0.4,35.4,34.2533539,-118.5918392,"5473","2406",0.4,0,0.4,"13,521.40","5,944.20"
"100",113322,99,2017,"Los Angeles",1,"Chatsworth","Chatsworth NC",2,5,12,27,45,30,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1.808,8.379,0,0,0,0.022,0.127,0,0,0,0.075,0.445,0,0,0,1.733,7.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.187,0,0,0,0,10.187,0,0,0,0.69,14.76376812,34.2536788,-118.5721382,"3947","1370",0.69,0,0.69,"5,722.20","1,986.20"
"101",113401,100,2017,"Los Angeles",1,"Northridge","Northridge South NC",2,3,12,27,45,30,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,4.19,0,0,0,0,0.063,0,0,0,0,0.222,0,0,0,0,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,9.19,2,0,2,0.95,9.673684211,34.2272273,-118.5626938,"5543","1777",0.95,0,0.95,"5,855.40","1,877.10"
"102",113421,101,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,1,0,16,0,0,1.591,0,33.518,0,0,0.051,0,0.506,0,0,0.151,0,1.779,0,0,1.439,0,31.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.109,0,0,0,0,35.109,0,0,0,0.85,41.30470588,34.2335792,-118.5830621,"6109","2064",0.85,0,0.85,"7,202.40","2,433.40"
"103",113422,102,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.59,0,34.2242131,-118.5809624,"6057","2158",0.59,0,0.59,"10,303.60","3,671.00"
"104",115101,103,2017,"Los Angeles",1,"Northridge","Northridge East NC",2,3,12,18,45,30,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,1.5,3.333333333,34.2394391,-118.5112305,"5046","1724",1.5,0,1.5,"3,366.20","1,150.10"
"105",115103,104,2017,"Los Angeles",1,"Northridge","Northridge East NC",2,5,12,18,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,34.2438266,-118.5274632,"2776","31",0.59,0,0.59,"4,724.90","52.8"
"106",115104,105,2017,"Los Angeles",1,"Northridge","Northridge East NC",2,3,12,18,45,30,0,0,0,0,1,0,0,0,4,1,2,0,0,6.363,1.808,4.19,0,0,0.205,0.022,0.063,0,0,0.606,0.075,0.222,0,0,5.757,1.733,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.361,0,0,0,0,12.361,0,0,0,0.39,31.69487179,34.2374909,-118.5226461,"4444","2117",0.39,0,0.39,"11,282.20","5,374.50"
"107",115201,106,2017,"Los Angeles",1,"Northridge","Northridge East NC",2,3,12,27,45,30,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.095,0,0,0,0,3.095,0,0,0,0.53,5.839622642,34.2441108,-118.5382749,"6437","2911",0.53,0,0.53,"12,225.00","5,528.50"
"108",115202,107,2017,"Los Angeles",1,"Northridge","Northridge South NC",2,3,12,27,45,30,0,0,0,1,1,3,0,0,1,0,6,5,0,1.591,0,12.569,8.514,0,0.051,0,0.19,0.029,0,0.151,0,0.667,0.107,0,1.439,0,11.902,8.406,0,0,0,30,88,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.674,97,0,0,97,122.674,3,0,0,0.67,183.0955224,34.2332349,-118.5376549,"4828","1951",0.67,0,0.67,"7,196.80","2,908.20"
